"post_id","title","description"
"2627","NüVoices Podcast #46: Retail and e-commerce boom and bust in mainland and Hong Kong during COVID-19, with Tiffany Ap","Tiffany Ap, China bureau chief for Women's Wear Daily, joins to discuss the revival of fashion and retail in China post-lockdowns, the rise of e-commerce livestreaming, and Hong Kong's retail decline during COVID-19."
"2812","An unexpected outlet: The Chinese theatre troupe creating safe spaces for marginalized voices","A theatre collective from Guangzhou invites audience members to share personal stories, then improvises performances in response, creating safe spaces for marginalized communities in China."
"2829","Anthropologist: Taiwanese identity is a 'paradox' of conflicting beliefs – but social bonds create unity","An anthropologist's fieldwork in Taiwan reveals that national and cultural identities are more complex than political headlines suggest, with social bonds uniting people despite conflicting beliefs."
"2835","NüVoices Podcast #47: Women in fintech, with Rita Liu","Rita Liu, a fintech executive with experience at American Express, Alipay, and Mode Bank, discusses the early days of Chinese fintech, the industry's future, and gender representation in finance with NüVoices board member Chenni Xu."
"2861","NüVoices Podcast #48: U.S.-Taiwan relations: From Trump to Biden","Experts Margaret Lewis and Jessica Drun join host Joanna Chiu to discuss the lifting of U.S. restrictions on Taiwan exchanges and what the policy shift means for U.S.-Taiwan relations during the transition from Trump to Biden."
"2869","Virtual events for Te-Ping Chen's story collection, Land of Big Numbers","Virtual events celebrating Te-Ping Chen's debut short story collection ""Land of Big Numbers,"" featuring book launch details, reviews, and upcoming book talks for this acclaimed work about modern China and its diaspora."
"2883","Opinion: As a female artist, I kept shortchanging myself. Now, I try to know my value","Artist Jane Peng recounts how she consistently underpriced her paintings early in her career, discovering buyers would have paid far more, and examines why women often undervalue their professional worth."
"2888","NüVoices Podcast #49: Walking through development mandalas in the eastern Tibetan Plateau, with Pamela Logan","Dr. Pamela Logan discusses her book Compassion Mandala and her experience running Kham Aid Foundation in the eastern Tibetan Plateau, exploring education, healthcare, poverty alleviation, and heritage preservation."
"2895","NüVoices Podcast #50: Directing ""Finding Yingying"", with Jenny Shi","Filmmaker Jenny Shi discusses directing her award-winning documentary Finding Yingying, her creative process, and the emotional demands of documentary filmmaking."
"2902","Review: Te-Ping Chen's ""Land of Big Numbers"" sketches the diversity of modern China","A review of Te-Ping Chen's debut short story collection Land of Big Numbers, which portrays the diverse interior lives of individuals in modern China, drawn from her experience as a journalist in Beijing and Hong Kong."
"2914","Translation: Poems by Chinese feminist and revolutionary writer Qiu Jin","A collection of poems by Qiu Jin, a Chinese feminist and revolutionary writer, translated into English by Yilin Wang."
"2955","Resources to fight anti-East, Southeast Asian & Pacific Islander racism","A compilation of resources for combating anti-East Asian, Southeast Asian, and Pacific Islander racism, including organizations supporting sex workers and migrants, bystander intervention guides, and community toolkits."
"2988","In China, pole dancing evolved from a male art practice in the Song Dynasty to an inclusive sport promoting body positivity","Pole acrobatics in China trace back to the Song Dynasty as a male-only art. Today, modern pole dance is expanding across Chinese cities as an inclusive fitness option promoting body positivity."
"2992","NüVoices Podcast #52: Talking fiction writing and modern China, with Te-Ping Chen","Te-Ping Chen discusses her debut story collection Land of Big Numbers, drawing on her experience as a Wall Street Journal correspondent in Beijing and Hong Kong to explore modern Chinese life through fiction."
"3016","Amy Sommers on her debut historical novel, Rumors from Shanghai","Amy Sommers discusses her debut historical novel Rumors from Shanghai, which follows a Black American lawyer who moves to 1940s Shanghai after facing professional barriers in the Pacific Northwest."
"3028","NüVoices Podcast #54: Telling Asian and Asian-American stories through video journalism, with Dolly Li","Dolly Li, award-winning video journalist and co-founder of Goldthread, discusses visual storytelling, documenting multi-generational immigrant and Asian-American stories, and navigating her evolving identity while living and working around the world."
"3031","Young China Watchers event: A Discussion of LGBTQ+ Progress and Activism in China","A Young China Watchers panel featuring Ivy Wong, Jessie Lau, and AJ Song examined LGBTQ+ progress, workplace inclusion, and ongoing activism in mainland China, Hong Kong, and the broader region."
"3050","NüVoices Podcast #55: Unraveling Australia-China relations, with Natasha Kassam","Joanna Chiu and former diplomat Natasha Kassam discuss the sharp decline in Australia-China relations and how rising diplomatic tensions have disproportionately impacted Chinese-Australians."
"3060","Introducing: The 异乡人 (Yi Xiang Ren) podcast featuring immigrant stories","异乡人 (Yi Xiang Ren) is a Mandarin-language podcast by Bessie Du featuring stories of Chinese immigrants worldwide, exploring themes of identity, culture, and the personal journeys of those who built lives far from their birthplaces."
"3069","Censoring feminist discussions will not solve China’s population crisis","China's crackdown on feminist groups like 6B4T on social media has increased visibility for radical feminism rather than curbing it, suggesting the government should address discrimination against women to tackle its population decline."
"3074","NüVoices Podcast #56: Censorship and resistance, with Sophie Beach","Sophie Beach, executive editor of China Digital Times, discusses the organization's origins, evolving state censorship tactics, and efforts to amplify voices of resistance from Chinese internet users."
"3078","NüVoices Podcast #57: Revolutionary feminism, wuxia, and the politics of translation, with Yilin Wang","Yilin Wang discusses their work as a writer and Chinese-English translator, covering revolutionary feminist Qiu Jin's poetry, the #LiteraryJianghu Project promoting wuxia literature, and the politics of translation in North America."
"3087","Exhibition and Live Discussion with Iris Yau: ‘Opium, Silk and the Missionaries in China’","The Brunei Gallery at SOAS presents ""Iris's Silk Route,"" an exhibition by curator Iris Yau featuring 97 items from global archives exploring the forgotten history of opium, silk, and missionaries between Britain and China in the 19th century, accompanied by a live gallery discussion."
"3100","An Ode to Sound: NüVoices podcast co-host Cindy Gao on audio storytelling","NüVoices podcast co-host Cindy Gao shares her approach to audio storytelling, from interview preparation to the challenges of consistent podcast production, in this excerpt from the Chinese Storytellers newsletter."
"3105","NüVoices Podcast #58: The shrinking China foreign press corps, and reporting in Xinjiang, with Sophia Yan","Journalist Sophia Yan discusses the shrinking foreign press corps in China and shares findings from her reporting in Xinjiang on the persecution of Uyghurs, forced labor, and press obstruction."
"3109","Introducing ‘Hong Kong Silenced’: a new Telegraph podcast documenting Beijing's crackdown","""Hong Kong Silenced"" is a four-part Telegraph podcast, anchored by NüVoices board member Sophia Yan, documenting how the National Security Law has changed life for Hong Kongers."
"3115","NüVoices Podcast #59: COVID-19 origins and the state of science reporting in China, with Kathleen McLaughlin","Kathleen McLaughlin and Rui Zhong discuss the origins of COVID-19 and the state of science reporting in China, including government handling of past scientific controversies."
"3121","NüVoices Podcast #60: Getting tea drunk, with Shunan Teng","Shunan Teng, founder of Tea Drunk in New York City, discusses her expertise in heritage and historical teas, the six major types of tea, production techniques, and how to approach tasting tea."
"3125","CONTRIBUTE TO CHINA BRIEF: Our five tips for policy writing","Elizabeth Chen, editor of the Jamestown Foundation's China Brief, shares five practical tips for writing effective policy analysis, from maintaining a clear narrative to grounding arguments in fact-based research."
"3141","NüVoices Podcast #61: Decoding Chinese technology policy, with Lotus Ruan","Lotus Ruan of the Citizen Lab joins Rui Zhong to discuss her research on Chinese app privacy, Apple's strategy in China, and the complexities of navigating China's technology policy process."
"3145","Queer East Film Festival aims to amplify Asian communities in the UK","The Queer East Film Festival screens 37 films from 15 countries, showcasing queer stories from East and Southeast Asia. The UK-based festival aims to amplify Asian voices and bridge cultural understanding through cinema and panel discussions."
"3150","Book Excerpt: 'More Than One Child' by Shen Yang","An excerpt from Shen Yang's memoir recounts her childhood as an ""excess child"" born in violation of China's One-Child Policy, forced to hide from family planning officers while living with her grandparents."
"3155","APPLY: Queer China UK's Transnational Chinese Queer Leadership Programme","Queer China UK opens applications for its Transnational Chinese Queer Leadership Programme, a four-month mentorship pairing participants with international professors, activists, and LGBTQ+ leaders through Zoom workshops."
"3162","NüVoices Podcast #62: Eat the Buddha: A conversation with award-winning author Barbara Demick","Author and journalist Barbara Demick discusses her book Eat the Buddha, which chronicles life in the Tibetan town of Ngaba, exploring decades of Tibetan and Chinese history and what it means to be Tibetan today."
"3170","As China's landmark #MeToo case is dismissed in court, it's clear the legal system must do more for survivors","Zhou Xiaoxuan, the face of China's #MeToo movement, lost her landmark sexual harassment case in a Beijing court. The ruling underscores the evidentiary challenges survivors face in China's legal system."
"3176","NüVoices Podcast #63: China-New Zealand Relations with NZ Ambassador Clare Fearnley","New Zealand's Ambassador to China Clare Fearnley discusses bilateral relations, her extensive diplomatic career across Asia, and New Zealand's gender equality progress."
"3190","NüVoices chair Joanna Chiu on the launch of CHINA UNBOUND","NüVoices chair Joanna Chiu announces the publication of China Unbound, drawing on a decade of reporting across four continents to examine Beijing's global influence, authoritarianism, and U.S.-China competition."
"3130","Review: Han Chinese filmmaker Wang Lina's ""A First Farewell"" is an uneasy depiction of Uyghur childhood","A review of Wang Lina's 2019 film ""A First Farewell,"" which follows two Uyghur children navigating change in Xinjiang, and examines the political dimensions of depicting Uyghur life in Chinese cinema."
"3195","NüVoices Podcast #64: China Unbound: A Conversation with Joanna Chiu and Madeleine O'Dea","Joanna Chiu discusses her book China Unbound with guest host Madeleine O'Dea, exploring China's global rise, Western policy failures, and diaspora storytelling perspectives."
"3202","NüVoices Podcast #65: Xinjiang, HK, and Sanctions with Sophie Richardson, China Director of Human Rights Watch","Sophie Richardson, China Director of Human Rights Watch, joins journalist Sophia Yan to discuss human rights in China, international sanctions, and how HRW supports staff wellbeing."
"3207","Book Excerpt: 'Feminisms with Chinese Characteristics'","An excerpt from 'Feminisms with Chinese Characteristics' by Ping Zhu and Hui Xiao, exploring the diverse feminist movements that have emerged in China since the mid-1990s and their relationship to state feminism."
"3217","NüVoices Podcast #66: Translating Jin Yong's Legends of the Condor Heroes with Gigi Chang and Shelly Bryant, Part 1","Gigi Chang and Shelly Bryant discuss translating Jin Yong's wuxia epic Legends of the Condor Heroes from Chinese to English, including the challenges of rendering elaborate fight scenes and the series' cultural significance."
"3223","LONDON PANEL: ""China Unbound"" book launch with author Joanna Chiu, in conversation with Megha Rajagopalan","A London panel event featuring NüVoices chair Joanna Chiu discussing her book ""China Unbound"" on China's global influence, in conversation with Pulitzer prize-winning journalist Megha Rajagopalan at SOAS University."
"3235","NüVoices Podcast #67: Translating Jin Yong's Legends of the Condor Heroes with Gigi Chang and Shelly Bryant, Part 2","Part two of a conversation with translators Gigi Chang and Shelly Bryant on bringing Jin Yong's Legends of the Condor Heroes into English, exploring cultural assumptions and representation in wuxia."
"3239","RECAP: London ""China Unbound"" launch with Joanna Chiu in conversation with Megha Rajagopalan","NüVoices London hosted a launch event for Joanna Chiu's book ""China Unbound"" at SOAS University, featuring a Q&A with Pulitzer-winning journalist Megha Rajagopalan on China's global influence and human rights issues."
"3242","NüVoices Podcast #68: More Than One Child: A Conversation with memoirist Shen Yang","Memoirist Shen Yang discusses her book ""More Than One Child"" with host Sophia Yan, sharing her experience growing up as an ""excess child"" during China's one-child policy and its lasting societal impact."
"3264","NüVoices Podcast #69: Chinese AI, Cybersecurity, and Internet Policy with Shazeda Ahmed","Shazeda Ahmed discusses Chinese AI in courtrooms, algorithmic discrimination, cybersecurity policy, and whether the U.S. and China are in a tech cold war, joined by guest host Rui Zhong of the Wilson Center."
"3325","NüVoices Podcast #70: Subcultures, trends, and being a non-visible ""foreign"" correspondent in East Asia with Crystal Tai","Crystal Tai discusses her journalism across East Asia, challenges of being a non-visible foreign correspondent in South Korea, and how subcultures and trends reveal geopolitical tensions between countries."
"3333","Behind the Scenes: how April Zhu recorded our new podcast theme song","Journalist and multi-instrumentalist April Zhu shares how she composed and recorded the new theme music for the 2022 season of the NüVoices podcast, blending blues, ukulele, and banjo."
"3342","NüVoices Podcast #71: The Impossible City, a Conversation with Karen Cheung","A conversation with Hong Kong writer Karen Cheung about her memoir The Impossible City, covering Hong Kong's protest movements, personal identity, and the city's challenges, hosted by journalist Jessie Lau."
"3364","Letter by Chinese feminists: Free Detained Journalist Sophia Huang Xueqin and Activist Wang Jianbing","Chinese feminists call for the release of journalist Sophia Huang Xueqin and labor activist Wang Jianbing, detained in Guangzhou since September 2021 on suspicion of inciting subversion of state power."
"3374","NüVoices Podcast #72: Messy Roots, a Conversation with Laura Gao","Graphic novelist Laura Gao discusses her memoir Messy Roots, exploring her immigration from Wuhan to Texas, navigating Chinese-American identity, and coming out as queer, along with topics like Asian-American mental health and internalized racism."
"3420","NüVoices Podcast #73: China's stance on the Russian war in Ukraine with Elizabeth Wishnick","Dr. Elizabeth Wishnick joins host Sophia Yan to discuss China's complex stance on Russia's war in Ukraine, exploring the Sino-Russian partnership, Beijing's reluctance to label the conflict, and implications for the region."
"3439","LIVE Podcast Recording: Katie Stallard, author of ""Dancing on Bones""","A live podcast recording featuring host Joanna Chiu interviewing Katie Stallard about her book Dancing on Bones, which examines how China, Russia, and North Korea use history to consolidate power."
"3452","NüVoices Podcast #74: Business, billionaires, and global supply chain woes with journalist Hope King","Business reporter Hope King discusses China's lockdowns affecting global supply chains, female self-made billionaires, and companies leaving Russia, plus her career shift from finance to journalism."
"3457","NüVoices Podcast #75: Dancing on Bones book launch, a conversation with Katie Stallard","Journalist Katie Stallard discusses her book Dancing on Bones, exploring how China, Russia, and North Korea use WWII history to shape national narratives, with NüVoices founder Joanna Chiu moderating."
"3484","NüVoices Podcast #76: A Conversation with Elaine Hsieh Chou on her debut novel, Disorientation","NüVoices Podcast episode featuring author Elaine Hsieh Chou discussing her debut satirical novel Disorientation, which skewers orientalism in academia, campus free speech debates, and identity politics through the eyes of a Taiwanese American PhD student."
"3491","NüVoices is hiring a podcast producer!","NüVoices announces an open call for a podcast producer to edit audio and assemble bi-weekly episodes, with details on duties, pay ($120/episode), and how to apply."
"3500","Poet Lerato Mathibe explores feminism, blackness and spirituality in 'Baby Steps'","South African poet and educator Lerato Mathibe discusses her chapbook Baby Steps, which explores feminism, blackness, and spirituality, drawing on her experiences living and teaching in Nanjing, China."
"3514","NüVoices Podcast #77: Voice Actress Nancy Wu on Diversity in Audiobooks","Voice actress and audiobook narrator Nancy Wu discusses her career, the importance of diversity in the audiobook industry, navigating accents and pronunciation, and the challenges BIPOC voice actors face in being typecast."
"3519","NüVoices Podcast #78: Outsourcing Repression, a Conversation with Lynette Ong","Professor Lynette Ong discusses her book Outsourcing Repression, exploring how China uses nonstate actors to minimize resistance during land grabs, demolitions, and surveillance of foreign journalists."
"3528","Book Excerpt: 'China’s Millennial Digital Generation' by Karen Ma","An excerpt from Karen Ma's book explores how post-1980s Chinese indie filmmakers from rural communities used digital technology to find their voices, featuring an interview with director Li Ruijun about his film Fly with the Crane."
"3540","Podcast Crossover: Time To Say Goodbye on  'Ascension', a documentary about Chinese consumerism and labor force","A crossover episode featuring Time To Say Goodbye's conversation with the director and producer of ""Ascension,"" a documentary exploring working life, consumerism, and upward mobility in contemporary China."
"3546","Podcast Crossover: Self-Evident, 'A Day at the Mall'","A crossover episode featuring Self-Evident's ""A Day at the Mall,"" in which producer Erica Mu records conversations with shoppers and workers at a Chinese mall in her hometown, exploring everyday life in one of America's most East Asian cities."
"3550","NüVoices Podcast #79: Taiwan and US Foreign Policy with Meia and Veerle Nouwens","A discussion with defense and security analysts Meia Nouwen and Veerle Nouwens on Nancy Pelosi's 2022 visit to Taiwan, China's military response, US-Taiwan policy, and the implications of strategic ambiguity for cross-strait relations."
"3558","Podcast Crossover: Rough Translation and China's Anti-Work Vibes (plus an exciting NüVoices podcast update)","A crossover episode with NPR's Rough Translation explores China's anti-work culture, from ""lying flat"" to the sang subculture, and introduces new NüVoices podcast team members Saga Ringmar and Lauren Lau."
"3570","NüVoices Podcast #80: A Conversation with Emily Feng, NPR's Beijing Correspondent","NPR Beijing correspondent Emily Feng joins NüVoices chair Joanna Chiu to discuss her reporting from Ukraine and Xinjiang, her journalism career in China, and her Rough Translation episode on 丧文化 sang culture."
"3577","NüVoices Podcast #81: Food journalism & Taiwanese cuisine with Clarissa Wei","Food journalist Clarissa Wei joins host Solarina Ho to discuss her career covering Chinese and Taiwanese cuisine, freelancing from Taipei, and her forthcoming book Made in Taiwan."
"3614","Why it’s misleading to call Xi Jinping the “new Mao”","Emily Matson examines why comparing Xi Jinping to Mao Zedong oversimplifies the significant differences in their political visions, rhetoric, and approaches to governing China across different eras."
"3619","NüVoices Podcast #82: Chinese Canadian Immigrant Histories with Arlene Chan and Melanie Ng","Historians Arlene Chan and Melanie Ng trace Chinese Canadian migration from 19th-century arrivals through exclusionary immigration laws to present-day experiences, alongside a firsthand account from immigrant Sheila."
"3626","Book review: Li Zhang’s “Anxious China” humanizes the country's mental health crisis","Miranda Jarrett reviews Li Zhang's ""Anxious China,"" which examines the rapid rise of psychotherapy in China amid growing anxiety driven by economic pressures, competition, and shifting social values."
"3634","NüVoices Podcast #83: A Map for the Missing, a Conversation with Belinda Huijuan Tang","A conversation with Belinda Huijuan Tang about her debut novel A Map for the Missing, exploring her writing process, family inspirations, and focus on telling a personal Chinese story beyond political narratives."
"3644","NüVoices Podcast #84: A Conversation with Sue-Lin Wong on 'The Prince' podcast & China's 20th Party Congress","Sue-Lin Wong discusses her podcast 'The Prince: Searching for Xi Jinping,' tracing his life from the Cultural Revolution to his rise as China's leader, and recaps highlights from the 20th Party Congress."
"3654","NüVoices Podcast #85: Becoming a Stand-up Comedian with He Huang","Sydney-based comedian He Huang discusses her viral Australia's Got Talent audition, her path from public policy grad student to stand-up comic, and how she navigates racial stereotypes and sexism in comedy."
"3659","NüVoices Podcast #86: Angela Hui about her memoir, Takeaway: Stories from a Childhood Behind the Counter","Angela Hui discusses her memoir Takeaway, about growing up in her family's Chinese takeaway in rural Wales, navigating racial hostility, cultural identity, and the rhythms of family life behind the counter."
"3667","Voices: Chinese protesters in Shanghai and London reflect on anti-lockdown demonstrations","Two protesters in Shanghai and London share firsthand accounts of China's sweeping anti-lockdown demonstrations and reflect on the movement's aftermath."
"3698","NüVoices Podcast #87: Our 2022 Year-End Recap! A Discussion with the NüVoices Podcast Team","The NüVoices podcast team gathers to reflect on their 2022 season highlights, discuss China's anti-lockdown protests, and recap the year's major events including the Beijing Olympics and National Party Congress."
"3708","Here Are 12 Feminist Books to Read from 20th Century China","A curated list of 12 recommended readings from pioneering Chinese feminist writers, spanning from early 20th-century revolutionary Qiu Jin to novelist Eileen Chang."
"3709","NüVoices Podcast #88: The End of China's Zero-Covid Policy with Dr. Jennifer Bouey","Dr. Jennifer Bouey joins host Solarina Ho to discuss the abrupt end of China's zero-Covid policy, low vaccination rates, the decision not to import mRNA vaccines, and the public health implications of Spring Festival travel."
"3719","NüVoices Podcast #89: A Conversation with Liza Lin on Digital Surveillance in China","Liza Lin, WSJ technology reporter and co-author of Surveillance State, discusses the expansion of digital surveillance in China from Xinjiang to nationwide deployment and its impact on journalism."
"3740","NüVoices Podcast #90: A Conversation with Lindsay Wong, author of Tell Me Pleasant Things About Immortality & The Woo-Woo","A conversation with Lindsay Wong about her short story collection Tell Me Pleasant Things About Immortality, her memoir The Woo-Woo, and her experiences navigating gatekeeping in the publishing industry."
"3745","NüVoices Podcast #91: Tania Branigan on her book, Red Memory, and the lasting impact of China's Cultural Revolution","Host Lijia Zhang speaks with journalist Tania Branigan about her book Red Memory, which explores how China's Cultural Revolution continues to shape the country through suppressed memories and intergenerational trauma."
"3753","NüVoices Podcast #92: The World of Chinese Sci-Fi, Fantasy, and Translation with Emily Xueni Jin","Host Megan Cattel talks with essayist and sci-fi translator Emily Xueni Jin about translating Chinese science fiction, the collaborative relationship between translators and bilingual authors, and how translation serves as cultural mediation."
"3767","RECAP: Community Reading in NYC with Accent Society","A recap of the NüVoices x Accent Society community reading event held at Yu and Me Books in NYC, featuring five writers reading fiction and nonfiction on themes of migration, culture, translation, and identity."
"3803","NüVoices Podcast #93: What the West Gets Wrong about TikTok with Zeyi Yang","MIT Technology Review reporter Zeyi Yang joins co-hosts Megan Cattel and Solarina Ho to discuss Western misconceptions about TikTok, valid concerns around ByteDance, and China's early response to ChatGPT."
"3809","NüVoices Podcast #94: A Conversation with Yaxue Cao, founder of ChinaChange.org","Yaxue Cao, founder and editor of ChinaChange.org, discusses her work amplifying Chinese civil society and human rights issues for English-language audiences and her advocacy for leading human rights defenders."
"3816","NüVoices Book Picks for Asian Heritage Month","NüVoices partners with indie publisher House of Anansi for Asian Heritage Month, sharing book recommendations by authors of East Asian heritage with 10% of online sales supporting NüVoices."
"3821","NüVoices Podcast #95: Jan Wong on her Legendary Journalism Career","Canadian journalist Jan Wong joins host Joanna Chiu to discuss her career, from studying at Peking University during the Cultural Revolution to reporting on the Tiananmen Square massacre for The Globe and Mail."
"3828","Event Recap: Not even an incoming blizzard stopped the launch of NüVoices Canada","NüVoices Canada launched in Toronto in March with a dinner gathering of journalists and academics who discussed China-Canada relations, media coverage, and foreign interference, despite a blizzard and thundersnow over Lake Ontario."
"3850","NüProfile: Ysabelle Cheung on poetry, diaspora and writing from the margins","Writer Ysabelle Cheung discusses her poetry, essays, and fiction in this interview, exploring themes of diaspora identity, expat culture, and transnational Anglophone literature from her perspective as a British-Chinese writer based in Hong Kong."
"3857","NüVoices Podcast #96: A Conversation with Crystal Tai about Chinese digital nomads","Crystal Tai, Jing Daily's senior editor, joins host Megan Cattel to discuss why Chinese millennials are leaving the 996 work culture behind to become digital nomads, exploring factors like burnout, the pandemic, and rising living costs."
"3871","Writer-director Shen Yu’s debut “Old Town Girls” captures the hopes and despairs of China's youth","Shen Yu's debut feature Old Town Girls follows three teenage girls navigating family neglect and the social costs of China's rapid economic development, inspired by real events."
"3875","NüVoices Podcast #97: Highlighting human-centric China stories with Ye Charlotte Ming and Beimeng Fu","Megan Cattel speaks with Ye Charlotte Ming and Beimeng Fu, founders of the Far & Near newsletter, about their work highlighting human-centric stories and visual journalism from China."
"3879","NüVoices Podcast #98: A Conversation with Monica Liu on her book, ""E-mail Order Brides Under China's Global Rise""","NüVoices host Solarina Ho speaks with sociologist Monica Liu about her book exploring China's email-order bride industry, the motivations of middle-aged divorced Chinese women seeking Western partners, and how their experiences challenge conventional ideas about race, class, and global marriage markets."
"3887","How China's leaders changed the history of the War of Resistance to bolster Party prestige","An examination of China's 2017 decision to shift the official start date of the War of Resistance against Japan from 1937 to 1931 and the political motivations behind rewriting this history."
"3901","NüVoices Podcast #99: Introducing our Taiwan Mini-Series, Yu-Jie Chen on China-Taiwan relations","Yu-Jie Chen discusses three centuries of Taiwanese history, evolving political identities, cross-strait relations with China, and the significance of the 1992 Consensus in this first episode of the NüVoices Taiwan mini-series."
"3906","Our 100th Podcast Episode Special! Remembering Coco Lee, Janet Yellen's Visit to China, and More","The NüVoices podcast marks its 100th episode with hosts Megan Cattel, Solarina Ho, and Sophia Yan discussing Coco Lee's legacy, Janet Yellen's Beijing visit, and cultural recommendations."
"3909","A Chinese drama is sparking debates about sexual harassment and victim-blaming culture","The Chinese TV drama Imperfect Victim examines a workplace sexual harassment case, sparking widespread debate about power dynamics, gender inequality, and victim-blaming culture."
"3911","NüVoices Podcast #101: Adapting YA bestseller 'Loveboat, Taipei' to the big screen with Abigail Hing Wen","Abigail Hing Wen discusses her NYT bestselling YA novel Loveboat, Taipei and its film adaptation Love in Taipei, exploring the history of Taiwan's government-subsidized summer study program that inspired the story."
"3914","LONDON EVENT: Ian Johnson in Conversation with Zhang Lijia on 'Sparks'","Ian Johnson discusses his book ""Sparks: China's Underground Historians and Their Battle for the Future"" in conversation with Zhang Lijia at this London event hosted by NüVoices."
"3922","NüVoices Podcast #102: A Conversation with Yun-Ching Ko about the Taiwan Innocence Project","Yun-Ching Ko, campaign director of the Taiwan Innocence Project, discusses the organization's work exonerating the wrongfully convicted and reforming Taiwan's criminal justice system."
"3925","NüVoices Podcast Episode #103: Julia Lovell on China's Hidden Century, an exhibit at The British Museum","Julia Lovell joins host Lijia Zhang to discuss curating The Hidden Century exhibition at the British Museum, exploring Qing dynasty creativity and shifting perceptions of the era."
"3929","NüVoices Podcast Episode #104: Clarissa Wei and Ivy Chen on their new cookbook, Made in Taiwan","Journalist Clarissa Wei and chef Ivy Chen discuss their cookbook Made in Taiwan, exploring Taiwanese culinary identity, Indigenous and Hakka influences, recipe design, and how food connects to culture and history."
"3933","NüVoices Podcast Episode #105: Bethany Allen-Ebrahimian on her new book, Beijing Rules","Bethany Allen-Ebrahimian joins host Joanna Chiu to discuss her book Beijing Rules, exploring how China uses economic leverage to shape the behavior of individuals, governments, and companies worldwide."
"3936","Tears of Salt: Review of 'Salt Town' by Yi Xiaohe","Irene Zhang reviews Yi Xiaohe's 'Salt Town,' a work of journalism exploring how rural Chinese women continue to face deep-rooted gender inequality despite decades of economic progress."
"3938","NüVoices Podcast Episode #106: Taiwan's LGBTQ History with Wen Liu","Wen Liu of Academia Sinica joins host Sophia Yan to trace the origins and evolution of Taiwan's LGBTQ movement, from the post-martial law era to its landmark legalization of same-sex marriage in 2019."
"3943","NüVoices Podcast Episode #107: Pearl Low on their platform, Cantonese Connection, and heritage language learning","Pearl Low discusses their platform Cantonese Connection, which offers inclusive Cantonese learning resources, and the challenges heritage language learners face in finding safe, supportive spaces to connect with their family's language."
"3955","NüVoices Podcast x Ghost Island Media Panel:  Covering Taiwan, Centering Local Perspectives, with Silva Shih, Afore Hsieh, Wen-Yee Lee, and Emily Y. Wu","A panel collaboration with Ghost Island Media exploring the importance of local and diverse perspectives in global coverage of Taiwan, featuring Taipei-based journalists Silva Shih, Afore Hsieh, and Wen-Yee Lee with host Emily Y. Wu."
"3964","NüProfile: Fiona Sze-Lorrain on creativity and her debut novel ""Dear Chrysanthemums""","Fiona Sze-Lorrain discusses her debut novel ""Dear Chrysanthemums,"" a collection of interconnected stories exploring the lives of Chinese and Asian women navigating trauma, identity, and exile across Shanghai, Paris, and beyond."
"3979","NüVoices Podcast Episode #108: #MeToo in Taiwan, a Conversation with Darice Chang and Rita Jhang","This episode explores the origins and impact of Taiwan's #MeToo movement with guests Darice Chang and Rita Jhang, discussing societal attitudes, feminism, and the intersection of #MeToo with Taiwan's upcoming election."
"3986","NüVoices Podcast Episode #109: 'How to Have an American Baby' with documentary filmmaker Leslie Tai","Host Solarina Ho speaks with filmmaker Leslie Tai about her documentary ""How to Have an American Baby,"" which explores the shadow economy of birth tourism catering to Chinese tourists seeking U.S. citizenship for their newborns."
"3990","NüVoices Podcast Episode #110: Feminist Activism Then & Now, a Conversation with Wanqing Zhang, Lijia Zhang & Jessie Lau","NüVoices board members Jessie Lau and Lijia Zhang speak with journalist Wanqing Zhang about China's online feminist movement, exploring how activists navigate censorship and crackdowns through digital platforms like Xiaohongshu."
"3995","NüVoices Podcast Episode #111: A Conversation with Fuchsia Dunlop about her book, ""Invitation to a Banquet""","Food writer Fuchsia Dunlop joins host Lijia Zhang to discuss her book ""Invitation to a Banquet: The Story of Chinese Food,"" exploring Chinese culinary history, traditions, and culture."
"3999","NüVoices Podcast Episode #112: Leta Hong Fincher on the 10th Anniversary Edition of her book, Leftover Women","Leta Hong Fincher discusses the 10th anniversary edition of her book ""Leftover Women,"" reflecting on its continued relevance, the origins of her research at Tsinghua University, and how pressures on unmarried women in China have evolved under Xi Jinping."
"4005","NüVoices Podcast Episode #113: Illustrator Kaitlin Chan on her graphic novel, 'Eric's Sister'","Illustrator Kaitlin Chan discusses her graphic novel 'Eric's Sister,' a slice-of-life story set in Hong Kong exploring sibling relationships, creative doubt, and the pressures facing first-generation college students pursuing careers in the arts."
"4012","NüVoices in Perugia: The rise and transformation of women's magazines and platforms","A panel at the International Journalism Festival in Perugia explored how young women's magazines and platforms have evolved from beauty-focused outlets into spaces for social activism and marginalized voices."
"4018","NüVoices Podcast #114: Indigenous culture, politics and activism in Taiwan, a Conversation with Tuhi Martukaw","Solarina Ho speaks with Indigenous policy advocate and journalist Tuhi Martukaw about Indigenous culture, politics, activism, and reconciliation in Taiwan, including her personal journey reconnecting with her roots."
"4020","NüVoices Podcast #115: UBC Students Podcast Special! Yi Chien Jade Ho on Anti-Gentrification Activism in Vancouver's Chinatown and Judith Shapiro on Environmentalism in China","Yi Chien Jade Ho discusses anti-gentrification activism and tenant organizing in Vancouver's Chinatown, and Judith Shapiro explores environmentalism in China, in a special collaboration with University of British Columbia students."
