"post_id","title","description"
"2659","NüVoices Podcast #39: Beijing Lights: A conversation with Huang Chenkuang","Anthony Tao speaks with journalist Huang Chenkuang about her Beijing Lights interview series, which profiles ordinary people on the margins of society—housekeepers, blind masseuses, fortune-tellers—capturing their stories, regrets, and dreams."
"2440","EXPLAINER: China's Domestic Violence Epidemic amid COVID-19","COVID-19 lockdowns triggered a surge in domestic violence across China. This explainer traces the history of anti-DV efforts and the systemic barriers that continue to silence victims."
"2607","NüVoices Podcast #45: An uncertain future with guaranteed friction: U.S.-China economic coercion, with Ashley Feng","Researcher Ashley Feng joins NüVoices chair Joanna Chiu to examine how U.S.-China economic coercion—from tariffs to investment restrictions—impacts the lives of students, scientists, and immigrants."
"2612","'Send me to the clouds' is a scathing indictment of the stigma surrounding leftover women","Teng Congcong's debut feature confronts China's ""leftover women"" stigma with sharp wit and compassion, following a journalist facing cancer who refuses to let society define her worth."
"2627","NüVoices Podcast #46: Retail and e-commerce boom and bust in mainland and Hong Kong during COVID-19, with Tiffany Ap","China bureau chief Tiffany Ap joins the NüVoices Podcast to explore the post-lockdown revival of fashion and retail, the explosive rise of e-commerce livestreaming, Hong Kong's retail downturn, and a viral sexual harassment hashtag."
"2812","An unexpected outlet: The Chinese theatre troupe creating safe spaces for marginalized voices","A young Guangzhou theatre collective uses improvised performance to create rare safe spaces in China, inviting audiences to share stories of HIV, domestic violence, and queer identity."
"2829","Anthropologist: Taiwanese identity is a 'paradox' of conflicting beliefs – but social bonds create unity","An anthropologist's fieldwork during Taiwan's 2020 election reveals that ordinary citizens hold surprisingly contradictory views on national identity, yet everyday social bonds bridge deep political and cultural divides."
"2835","NüVoices Podcast #47: Women in fintech, with Rita Liu","Fintech veteran Rita Liu traces her journey from American Express to scaling Alipay's international business, joining Chenni Xu to discuss Chinese fintech's origins, its global future, and gender representation in finance."
"2861","NüVoices Podcast #48: U.S.-Taiwan relations: From Trump to Biden","Experts Margaret Lewis and Jessica Drun join host Joanna Chiu from Taipei to unpack the implications of the U.S. lifting restrictions on Taiwan exchanges—and whether the last-minute policy shift helps or harms the island."
"2869","Virtual events for Te-Ping Chen's story collection, Land of Big Numbers","NüVoices celebrates community member Te-Ping Chen's debut collection ""Land of Big Numbers,"" a critically acclaimed set of stories exploring modern China, with details on virtual book launch events in February 2021."
"2883","Opinion: As a female artist, I kept shortchanging myself. Now, I try to know my value","Artist Jane Peng recounts how she repeatedly underpriced her own paintings—only to discover buyers would have paid double or triple—and explores why so many women systematically undervalue their creative work."
"2888","NüVoices Podcast #49: Walking through development mandalas in the eastern Tibetan Plateau, with Pamela Logan","Dr. Pamela Logan discusses her book Compassion Mandala and the philosophy behind her 14-year mission with Kham Aid Foundation in eastern Tibet, from education and healthcare to the resilience of Tibetan women."
"2895","NüVoices Podcast #50: Directing ""Finding Yingying"", with Jenny Shi","Filmmaker Jenny Shi reflects on her award-winning documentary Finding Yingying, exploring the creative process, emotional toll, and mental health challenges of documentary work."
"2902","Review: Te-Ping Chen's ""Land of Big Numbers"" sketches the diversity of modern China","Te-Ping Chen's debut story collection moves beyond familiar large-scale narratives of China, drawing on her journalism experience to illuminate the rich interior lives of individuals navigating modern Chinese society."
"2914","Translation: Poems by Chinese feminist and revolutionary writer Qiu Jin","Translator Yilin Wang once brought the fierce poetry of Qiu Jin, a pioneering Chinese feminist and revolutionary, to English-language readers. This content has since been removed at the translator's request."
"2955","Resources to fight anti-East, Southeast Asian & Pacific Islander racism","A curated collection of resources for combating anti-East Asian, Southeast Asian, and Pacific Islander racism, featuring grassroots organizations, bystander intervention guides, and community toolkits for solidarity and support."
"2988","In China, pole dancing evolved from a male art practice in the Song Dynasty to an inclusive sport promoting body positivity","From a male-only acrobatic art rooted in the Song Dynasty to a booming fitness movement, pole dancing in China has evolved into an inclusive sport championing body positivity across cities nationwide."
"2992","NüVoices Podcast #52: Talking fiction writing and modern China, with Te-Ping Chen","Te-Ping Chen, Wall Street Journal correspondent and NüVoices founding member, discusses her debut story collection ""Land of Big Numbers,"" exploring how journalism shaped her fiction about everyday lives in modern China."
"3016","Amy Sommers on her debut historical novel, Rumors from Shanghai","Amy Sommers draws on the forgotten history of Black Americans in Seattle and 1940s Shanghai to craft a debut thriller about race, opportunity, and looming danger on the eve of Pearl Harbor."
"3028","NüVoices Podcast #54: Telling Asian and Asian-American stories through video journalism, with Dolly Li","Award-winning video journalist and filmmaker Dolly Li joins Cindy Gao to explore the power of visual storytelling in documenting multi-generational immigrant and Asian-American narratives, and navigating identity across borders."
"3031","Young China Watchers event: A Discussion of LGBTQ+ Progress and Activism in China","Young China Watchers convened experts Ivy Wong, Jessie Lau, and AJ Song to examine LGBTQ+ progress and activism in mainland China and Hong Kong, exploring recent victories, persistent barriers, and the push for workplace inclusion."
"3050","NüVoices Podcast #55: Unraveling Australia-China relations, with Natasha Kassam","Lowy Institute director Natasha Kassam joins NüVoices chair Joanna Chiu to trace how Australia-China relations reached a historic low—and why the fallout has hit Chinese-Australians hardest."
"3060","Introducing: The 异乡人 (Yi Xiang Ren) podcast featuring immigrant stories","A new Mandarin-language podcast spotlights the untold journeys of Chinese immigrants worldwide, weaving personal narratives of identity, culture, and belonging from a diaspora of over 50 million."
"3069","Censoring feminist discussions will not solve China’s population crisis","China's crackdown on feminist groups like 6B4T on social media has only amplified radical feminism's visibility, argues Lijia Zhang, who says addressing systemic discrimination—not censorship—is key to reversing the country's population decline."
"3074","NüVoices Podcast #56: Censorship and resistance, with Sophie Beach","Sophie Beach, executive editor of China Digital Times, discusses the platform's origins, China's ever-evolving censorship tactics, and the imperative of amplifying Chinese netizens' voices of resistance."
"3078","NüVoices Podcast #57: Revolutionary feminism, wuxia, and the politics of translation, with Yilin Wang","Yilin Wang joins NüVoices chair Joanna Chiu to discuss translating revolutionary feminist Qiū Jǐn's poetry, the #LiteraryJianghu Project promoting wuxia literature, and the power politics of working as a translator and writer in North America."
"3087","Exhibition and Live Discussion with Iris Yau: ‘Opium, Silk and the Missionaries in China’","Curator Iris Yau's auto-ethnography-inspired exhibition at SOAS's Brunei Gallery traces forgotten 19th-century ties between Britain and China through 97 artefacts on loan from archives and private collections worldwide, accompanied by a live gallery discussion."
"3100","An Ode to Sound: NüVoices podcast co-host Cindy Gao on audio storytelling","NüVoices podcast co-host Cindy Gao reflects on the craft of audio storytelling, sharing her interview process and the relentless commitment behind building a show that amplifies women and non-binary creatives connected to China."
"3105","NüVoices Podcast #58: The shrinking China foreign press corps, and reporting in Xinjiang, with Sophia Yan","Telegraph correspondent Sophia Yan joins Joanna Chiu to discuss the dwindling foreign press corps in China and her harrowing firsthand reporting from Xinjiang on the new phase of Uyghur persecution."
"3109","Introducing ‘Hong Kong Silenced’: a new Telegraph podcast documenting Beijing's crackdown","NüVoices board member and Telegraph correspondent Sophia Yan anchors this four-part podcast series documenting how Beijing's National Security Law has reshaped daily life in Hong Kong."
"3115","NüVoices Podcast #59: COVID-19 origins and the state of science reporting in China, with Kathleen McLaughlin","Science reporter Kathleen McLaughlin and NüVoices member Rui Zhong discuss COVID-19 origin theories and the state of science journalism in China, drawing on the country's history of handling HIV/AIDS and the CRISPR controversy."
"3121","NüVoices Podcast #60: Getting tea drunk, with Shunan Teng","Tea Drunk founder Shunan Teng shares her deep expertise on China's heritage teas, exploring the regions, production techniques, and tasting methods that reveal their full complexity."
"3125","CONTRIBUTE TO CHINA BRIEF: Our five tips for policy writing","Elizabeth Chen, editor of the Jamestown Foundation's China Brief, shares five essential principles for crafting compelling policy analysis—from maintaining narrative focus to grounding arguments in fact-based research."
"3141","NüVoices Podcast #61: Decoding Chinese technology policy, with Lotus Ruan","Lotus Ruan of the Citizen Lab joins Rui Zhong to discuss her research on Chinese app privacy, Apple's strategy in China, and the complexities of navigating China's technology policy landscape."
"3145","Queer East Film Festival aims to amplify Asian communities in the UK","Queer East Film Festival showcases 37 films from 15 countries, amplifying queer Asian voices often excluded from mainstream UK discourse through storytelling, activism, and cross-cultural dialogue."
"3150","Book Excerpt: 'More Than One Child' by Shen Yang","Shen Yang's debut memoir recounts her life as an ""excess child"" under China's One-Child Policy, forced to hide from authorities and live in the shadows of a society that denied her existence."
"3155","APPLY: Queer China UK's Transnational Chinese Queer Leadership Programme","Queer China UK opens applications for its winter Transnational Chinese Queer Leadership Programme, a four-month mentorship pairing participants with international professors, activists, and LGBTQ+ leaders to build cross-border solidarity and advocacy skills."
"3162","NüVoices Podcast #62: Eat the Buddha: A conversation with award-winning author Barbara Demick","Award-winning author Barbara Demick discusses Eat the Buddha, her deeply reported account of a remote Tibetan town, illuminating decades of intertwined Tibetan and Chinese history and what it means to be Tibetan today."
"3170","As China's landmark #MeToo case is dismissed in court, it's clear the legal system must do more for survivors","Lijia Zhang examines why China's legal system fails survivors of sexual misconduct, as the dismissal of Zhou Xiaoxuan's landmark #MeToo case exposes the near-impossible evidentiary burden placed on those who speak out."
"3176","NüVoices Podcast #63: China-New Zealand Relations with NZ Ambassador Clare Fearnley","New Zealand's ambassador to China Clare Fearnley, a Mandarin speaker with decades of diplomatic experience across Asia, joins Sophia Yan to discuss NZ-China relations and gender equality."
"3190","NüVoices chair Joanna Chiu on the launch of CHINA UNBOUND","NüVoices chair Joanna Chiu celebrates the launch of China Unbound, her decade-in-the-making investigation into Beijing's global reach across four continents. The book has been named a best book of Fall 2021 by multiple outlets."
"3130","Review: Han Chinese filmmaker Wang Lina's ""A First Farewell"" is an uneasy depiction of Uyghur childhood","Annabelle Jarrett reviews Han Chinese filmmaker Wang Lina's debut, which follows two Uyghur children in Xinjiang—a rare on-screen portrayal of minority life amid China's sweeping security crackdown."
"3195","NüVoices Podcast #64: China Unbound: A Conversation with Joanna Chiu and Madeleine O'Dea","Joanna Chiu discusses her book *China Unbound* with guest host Madeleine O'Dea, exploring how Western nations have failed to reckon with China's ambitions to reshape—not join—the existing global order."
"3202","NüVoices Podcast #65: Xinjiang, HK, and Sanctions with Sophie Richardson, China Director of Human Rights Watch","Sophie Richardson, China Director of Human Rights Watch, joins journalist Sophia Yan to discuss human rights in Xinjiang and Hong Kong, the experience of being sanctioned by Beijing, and how HRW supports staff wellbeing amid demanding work."
"3207","Book Excerpt: 'Feminisms with Chinese Characteristics'","Scholars Ping Zhu and Hui Xiao trace the diverse feminist movements that have reshaped China since the 1995 Beijing women's conference, challenging the notion of a singular state feminism with an interdisciplinary exploration of activism, culture, and gender politics."
"3217","NüVoices Podcast #66: Translating Jin Yong's Legends of the Condor Heroes with Gigi Chang and Shelly Bryant, Part 1","Translators Gigi Chang and Shelly Bryant discuss the challenges of rendering Jin Yong's beloved wuxia epic Legends of the Condor Heroes into English, from elaborate fight scenes to cultural nuance."
"3223","LONDON PANEL: ""China Unbound"" book launch with author Joanna Chiu, in conversation with Megha Rajagopalan","NüVoices chair Joanna Chiu discusses her bestselling debut ""China Unbound"" with Pulitzer-winning journalist Megha Rajagopalan, exploring Beijing's global power expansion and its human consequences in a wide-ranging conversation at SOAS University of London."
"3235","NüVoices Podcast #67: Translating Jin Yong's Legends of the Condor Heroes with Gigi Chang and Shelly Bryant, Part 2","Translators Gigi Chang and Shelly Bryant delve into the cultural complexities of bringing Jin Yong's iconic wuxia saga to English readers, from navigating the male gaze to depicting non-Han Chinese characters."
"3239","RECAP: London ""China Unbound"" launch with Joanna Chiu in conversation with Megha Rajagopalan","NüVoices London hosted author Joanna Chiu in conversation with Pulitzer winner Megha Rajagopalan to discuss Chiu's book ""China Unbound,"" exploring Beijing's global ambitions and the human consequences of China's rise as a world power."
"3242","NüVoices Podcast #68: More Than One Child: A Conversation with memoirist Shen Yang","Memoirist Shen Yang discusses her turbulent childhood as an ""excess child"" during China's one-child policy and the hidden toll of family planning on a generation raised in secrecy."
"3264","NüVoices Podcast #69: Chinese AI, Cybersecurity, and Internet Policy with Shazeda Ahmed","PhD candidate Shazeda Ahmed joins guest host Rui Zhong to discuss AI in Chinese courtrooms, algorithmic discrimination, and whether the U.S. and China are locked in a tech cold war, in this 2021 season finale of the NüVoices Podcast."
"3325","NüVoices Podcast #70: Subcultures, trends, and being a non-visible ""foreign"" correspondent in East Asia with Crystal Tai","Crystal Tai discusses her work as a non-visible foreign correspondent in East Asia, from infiltrating K-pop training academies to covering Hong Kong's protests, and her book exploring South Korea's solo-lifestyle movement."
"3333","Behind the Scenes: how April Zhu recorded our new podcast theme song","Journalist and multi-instrumentalist April Zhu reveals how she crafted the NüVoices podcast's funky new theme song, blending blues-scale bass, clawhammer ukulele, and inventive sonic effects."
"3342","NüVoices Podcast #71: The Impossible City, a Conversation with Karen Cheung","Hong Kong writer Karen Cheung joins host Jessie Lau to discuss her memoir The Impossible City, blending reportage and personal narrative to explore the city's protest movements, housing struggles, and the search for belonging."
"3364","Letter by Chinese feminists: Free Detained Journalist Sophia Huang Xueqin and Activist Wang Jianbing","Chinese feminists call for the release of journalist Sophia Huang Xueqin and labor activist Wang Jianbing, detained since 2021 on subversion charges, while questioning the silence of institutions like the University of Sussex and the Chevening Awards Programme."
"3374","NüVoices Podcast #72: Messy Roots, a Conversation with Laura Gao","Graphic memoirist Laura Gao discusses ""Messy Roots,"" her viral-comic-turned-book tracing her journey from Wuhan to Texas, touching on identity, internalized racism, and coming out as queer."
"3420","NüVoices Podcast #73: China's stance on the Russian war in Ukraine with Elizabeth Wishnick","Dr. Elizabeth Wishnick joins host Sophia Yan to unpack China's ""checkered response"" to Russia's war in Ukraine, exploring why Beijing refuses to call it an invasion and where the Sino-Russian partnership is headed."
"3439","LIVE Podcast Recording: Katie Stallard, author of ""Dancing on Bones""","Host Joanna Chiu interviews veteran foreign correspondent Katie Stallard about Dancing on Bones, her deeply reported study of how China, Russia, and North Korea weaponize history to consolidate power."
"3452","NüVoices Podcast #74: Business, billionaires, and global supply chain woes with journalist Hope King","Axios business reporter Hope King discusses China's lockdowns disrupting global supply chains, the rise of female self-made billionaires, and companies exiting Russia, while reflecting on her pivot from Wall Street to journalism as a Chinese American."
"3457","NüVoices Podcast #75: Dancing on Bones book launch, a conversation with Katie Stallard","Katie Stallard joins NüVoices to discuss her book *Dancing on Bones*, exploring how China, Russia, and North Korea wield WWII narratives to shape national identity, with insights on Russia's invasion of Ukraine."
"3484","NüVoices Podcast #76: A Conversation with Elaine Hsieh Chou on her debut novel, Disorientation","Elaine Hsieh Chou discusses her satirical debut novel ""Disorientation,"" unpacking orientalism in academia, campus free speech wars, and the fraught question of who has the right to tell whose stories."
"3491","NüVoices is hiring a podcast producer!","NüVoices seeks an entry-level podcast producer to edit audio and assemble bi-weekly episodes highlighting women and non-binary creatives connected to China, at $120 USD per episode."
"3500","Poet Lerato Mathibe explores feminism, blackness and spirituality in 'Baby Steps'","South African poet and educator Lerato Mathibe reflects on feminism, blackness, and spirituality from Nanjing, China, where her debut chapbook ""Baby Steps"" charts a journey of self-discovery and empowerment."
"3514","NüVoices Podcast #77: Voice Actress Nancy Wu on Diversity in Audiobooks","Narrator Nancy Wu, whose credits span the Avatar prequels to works by Amy Tan and Cixin Liu, makes the case for why BIPOC voice actors deserve stories beyond their ethnicities."
"3519","NüVoices Podcast #78: Outsourcing Repression, a Conversation with Lynette Ong","Political scientist Lynette Ong unpacks how China outsources everyday repression to nonstate actors—hired enforcers behind land grabs, housing demolitions, and journalist surveillance."
"3528","Book Excerpt: 'China’s Millennial Digital Generation' by Karen Ma","Karen Ma's book examines how China's post-1980s rural indie filmmakers harnessed digital technology to find their voices, win international prizes, and bring previously marginalized stories to light."
"3540","Podcast Crossover: Time To Say Goodbye on  'Ascension', a documentary about Chinese consumerism and labor force","In this crossover from Time To Say Goodbye, Andy Liu speaks with the creators of ""Ascension,"" an Oscar-shortlisted documentary exploring labor, consumerism, and class mobility in contemporary China."
"3546","Podcast Crossover: Self-Evident, 'A Day at the Mall'","During a summer hiatus, NüVoices shares an episode from Self-Evident in which producer Erica Mu returns to her hometown mall, capturing the dreams and everyday lives of its diverse Asian American community."
"3550","NüVoices Podcast #79: Taiwan and US Foreign Policy with Meia and Veerle Nouwens","Twin sisters and defense analysts Meia Nouwen and Veerle Nouwens join the podcast to dissect Nancy Pelosi's landmark Taiwan visit, China's military response, and the implications of US strategic ambiguity for cross-strait relations."
"3558","Podcast Crossover: Rough Translation and China's Anti-Work Vibes (plus an exciting NüVoices podcast update)","In a crossover with NPR's Rough Translation, reporter Emily Feng unpacks China's anti-work movements from 躺平 to 丧文化, plus NüVoices introduces its new podcast production team."
"3570","NüVoices Podcast #80: A Conversation with Emily Feng, NPR's Beijing Correspondent","NPR Beijing correspondent Emily Feng traces her path from freelancer to foreign correspondent, discussing frontline reporting from Ukraine, groundbreaking Xinjiang investigations, and a viral story about snail noodles."
"3577","NüVoices Podcast #81: Food journalism & Taiwanese cuisine with Clarissa Wei","Veteran food journalist Clarissa Wei discusses her path from backpacking in China to covering Taiwanese cuisine, cross-strait relations, and sustainability, plus her forthcoming book ""Made in Taiwan,"" in this episode hosted by Solarina Ho."
"3614","Why it’s misleading to call Xi Jinping the “new Mao”","Emily Matson argues that while Xi Jinping has consolidated more power than any leader since Mao, drawing direct parallels between the two oversimplifies their vastly different visions for China."
"3619","NüVoices Podcast #82: Chinese Canadian Immigrant Histories with Arlene Chan and Melanie Ng","Historians Arlene Chan and Melanie Ng trace the arc of Chinese Canadian migration, from 19th-century arrivals through exclusionary immigration laws to present-day sinophobia, while spotlighting the legacy of activist Jean Lumb in dismantling Canada's racist policies."
"3626","Book review: Li Zhang’s “Anxious China” humanizes the country's mental health crisis","Miranda Jarrett reviews Li Zhang's anthropological study of China's mental health boom, where rising anxiety and ""empty-heart disease"" are driving millions toward therapy and self-reflection."
"3634","NüVoices Podcast #83: A Map for the Missing, a Conversation with Belinda Huijuan Tang","Novelist Belinda Huijuan Tang discusses her acclaimed debut A Map for the Missing, family memory, and centering personal agency over political narrative in Chinese storytelling."
"3644","NüVoices Podcast #84: A Conversation with Sue-Lin Wong on 'The Prince' podcast & China's 20th Party Congress","Sue-Lin Wong discusses her eight-part podcast 'The Prince,' tracing Xi Jinping's path from Cultural Revolution trauma to his third term, while also recapping key moments from China's 20th Party Congress."
"3654","NüVoices Podcast #85: Becoming a Stand-up Comedian with He Huang","Sydney-based comedian He Huang discusses her viral Australia's Got Talent audition, her pivot from public policy to stand-up, and how she navigates racial stereotypes and sexism in comedy."
"3659","NüVoices Podcast #86: Angela Hui about her memoir, Takeaway: Stories from a Childhood Behind the Counter","Angela Hui joins host Lijia Zhang to discuss her memoir *Takeaway*, a candid account of growing up in her family's Chinese takeaway in rural Wales—navigating racism, identity, and the bittersweet rhythms of life behind the counter."
"3667","Voices: Chinese protesters in Shanghai and London reflect on anti-lockdown demonstrations","Two participants in China's landmark ""White Paper"" protests — the largest demonstrations since Tiananmen Square — reflect on the movement's aftermath and the ongoing struggle for freedom."
"3698","NüVoices Podcast #87: Our 2022 Year-End Recap! A Discussion with the NüVoices Podcast Team","The NüVoices podcast team reunites for a season-ending roundtable, reflecting on 2022's standout episodes and China's seismic year—from zero-COVID protests to Xi Jinping's consolidation of power."
"3708","Here Are 12 Feminist Books to Read from 20th Century China","Emily Matson surveys 12 essential works by the forerunners of Chinese feminism, tracing a century of resistance from anti-Qing revolutionary Qiu Jin to celebrated novelist Eileen Chang."
"3709","NüVoices Podcast #88: The End of China's Zero-Covid Policy with Dr. Jennifer Bouey","Dr. Jennifer Bouey joins host Solarina Ho to unpack China's abrupt abandonment of zero-Covid, examining low vaccination rates, mRNA vaccine politics, and the true toll of the resulting outbreak."
"3719","NüVoices Podcast #89: A Conversation with Liza Lin on Digital Surveillance in China","WSJ reporter Liza Lin discusses her book *Surveillance State*, tracing China's digital surveillance from its deployment in Xinjiang to nationwide reach and its chilling effect on journalism and dissent."
"3740","NüVoices Podcast #90: A Conversation with Lindsay Wong, author of Tell Me Pleasant Things About Immortality & The Woo-Woo","Lindsay Wong discusses her grotesque and witty short story collection *Tell Me Pleasant Things About Immortality*, exploring immigrant horror, gatekeeping in publishing, and writing Chinese characters beyond the model minority myth."
"3745","NüVoices Podcast #91: Tania Branigan on her book, Red Memory, and the lasting impact of China's Cultural Revolution","Guardian journalist Tania Branigan discusses Red Memory with host Lijia Zhang, examining how China's Cultural Revolution shaped intergenerational trauma and collective memory."
"3753","NüVoices Podcast #92: The World of Chinese Sci-Fi, Fantasy, and Translation with Emily Xueni Jin","Translator Emily Xueni Jin discusses the collaborative art of bringing Chinese science fiction to English readers, and why translation is less about converting words than mediating between cultures."
"3767","RECAP: Community Reading in NYC with Accent Society","NüVoices and Accent Society brought five female writers together at NYC's Yu and Me Books for ""Winter Recipes,"" an evening of readings spanning reverse-migration, translation politics, and Eileen Chang's time at Yaddo."
"3803","NüVoices Podcast #93: What the West Gets Wrong about TikTok with Zeyi Yang","MIT Technology Review reporter Zeyi Yang joins co-hosts Megan Cattel and Solarina Ho to unpack Western misconceptions about TikTok, examining which concerns about ByteDance hold up to scrutiny and which are political oversimplifications."
"3809","NüVoices Podcast #94: A Conversation with Yaxue Cao, founder of ChinaChange.org","Yaxue Cao, founder and editor of ChinaChange.org, discusses her advocacy for Chinese human rights defenders and her journey into civil society work in this conversation with host Siodhbhra Parkin."
"3816","NüVoices Book Picks for Asian Heritage Month","NüVoices partners with indie publisher House of Anansi to spotlight essential reads by authors of Asian heritage, with 10% of online sales supporting the platform's mission to amplify underrepresented voices in publishing."
"3821","NüVoices Podcast #95: Jan Wong on her Legendary Journalism Career","Canadian journalist Jan Wong traces her extraordinary career from studying at Peking University during the Cultural Revolution to witnessing the Tiananmen Massacre as a foreign correspondent."
"3828","Event Recap: Not even an incoming blizzard stopped the launch of NüVoices Canada","NüVoices Canada launched in Toronto with a spirited dinner discussion on China-Canada relations, defying a dramatic thundersnow blizzard over Lake Ontario to spark dialogue on media diversity and foreign interference."
"3850","NüProfile: Ysabelle Cheung on poetry, diaspora and writing from the margins","Megan Cattel interviews British-Chinese writer Ysabelle Cheung on poetry, diaspora identity, and navigating Hong Kong's expat world as a voice from the margins."
"3857","NüVoices Podcast #96: A Conversation with Crystal Tai about Chinese digital nomads","Crystal Tai, Jing Daily's senior editor, joins host Megan Cattel to explore why Chinese millennials are abandoning the grueling 996 work culture to become digital nomads, tracing the trend's roots in pandemic burnout and rising living costs."
"3871","Writer-director Shen Yu’s debut “Old Town Girls” captures the hopes and despairs of China's youth","Shen Yu's striking debut blends neo-noir crime thriller with coming-of-age drama, exposing how China's rapid economic growth has left its youngest generation vulnerable and adrift."
"3875","NüVoices Podcast #97: Highlighting human-centric China stories with Ye Charlotte Ming and Beimeng Fu","NüVoices co-host Megan Cattel speaks with Ye Charlotte Ming and Beimeng Fu, founders of the Far & Near Substack, about their visual journalism newsletter depicting China's complexity and the human stories behind its biggest headlines."
"3879","NüVoices Podcast #98: A Conversation with Monica Liu on her book, ""E-mail Order Brides Under China's Global Rise""","Sociologist Monica Liu discusses her book on China's email-order bride industry, revealing how middle-aged divorced women seeking Western husbands challenge stereotypes about cross-border marriage and reshape notions of race, class, and masculinity."
"3887","How China's leaders changed the history of the War of Resistance to bolster Party prestige","Emily Matson examines China's 2017 decision to officially redate the War of Resistance against Japan from 1937 to 1931, revealing how the Party reshapes wartime narrative to bolster its legitimacy."
"3901","NüVoices Podcast #99: Introducing our Taiwan Mini-Series, Yu-Jie Chen on China-Taiwan relations","Yu-Jie Chen joins host Sophia Yan to unpack three centuries of Taiwanese history, shifting political identities, and the complexities of cross-strait relations as NüVoices launches a Taiwan mini-series ahead of the island's elections."
"3906","Our 100th Podcast Episode Special! Remembering Coco Lee, Janet Yellen's Visit to China, and More","NüVoices marks its 100th podcast episode with a wide-ranging panel discussion spanning Coco Lee's legacy, Janet Yellen's Beijing visit amid U.S.-China tensions, and cross-cultural storytelling."
"3909","A Chinese drama is sparking debates about sexual harassment and victim-blaming culture","Lijia Zhang examines how Chinese drama Imperfect Victim ignited fierce public debate over workplace sexual harassment, victim-blaming, and the power dynamics that silence women."
"3911","NüVoices Podcast #101: Adapting YA bestseller 'Loveboat, Taipei' to the big screen with Abigail Hing Wen","Author Abigail Hing Wen discusses her NYT bestselling YA novel Loveboat, Taipei, its film adaptation Love in Taipei, and the storied history of Taiwan's government-subsidized summer program that forged lasting bonds among diaspora youth for decades."
"3914","LONDON EVENT: Ian Johnson in Conversation with Zhang Lijia on 'Sparks'","Pulitzer Prize-winning author Ian Johnson joins NüVoices board member Zhang Lijia to discuss his latest book, Sparks, a vital account of China's underground historians challenging the Communist Party's monopoly on history."
"3922","NüVoices Podcast #102: A Conversation with Yun-Ching Ko about the Taiwan Innocence Project","Yun-Ching Ko, campaign director of the Taiwan Innocence Project, joins host Sophia Yan to discuss TIP's mission to exonerate the wrongfully convicted and reform Taiwan's criminal justice system."
"3925","NüVoices Podcast Episode #103: Julia Lovell on China's Hidden Century, an exhibit at The British Museum","Scholar Julia Lovell joins host Lijia Zhang to discuss curating The British Museum's groundbreaking ""Hidden Century"" exhibition, which reframes the Qing dynasty as an era of creative expression rather than solely one of turmoil."
"3929","NüVoices Podcast Episode #104: Clarissa Wei and Ivy Chen on their new cookbook, Made in Taiwan","Journalist Clarissa Wei and chef Ivy Chen discuss their cookbook ""Made in Taiwan,"" exploring how food shapes Taiwanese identity, Indigenous and Hakka culinary influences, and the culture behind the recipes."
"3933","NüVoices Podcast Episode #105: Bethany Allen-Ebrahimian on her new book, Beijing Rules","Bethany Allen-Ebrahimian joins host Joanna Chiu to discuss her book Beijing Rules, exploring how China leverages economic power to shape global behavior and why democracies can still push back with the right policies."
"3936","Tears of Salt: Review of 'Salt Town' by Yi Xiaohe","Irene Zhang reviews Yi Xiaohe's Salt Town, a searing dispatch from rural China where decades of economic progress have done little to ease the entrenched disadvantages faced by women."
"3938","NüVoices Podcast Episode #106: Taiwan's LGBTQ History with Wen Liu","Scholar Wen Liu joins host Sophia Yan to trace Taiwan's LGBTQ movement from its post-martial law origins to the landmark 2019 same-sex marriage ruling, examining the activists who drove change and the challenges still ahead."
"3943","NüVoices Podcast Episode #107: Pearl Low on their platform, Cantonese Connection, and heritage language learning","Pearl Low discusses founding Cantonese Connection, a welcoming platform for heritage language learners, and opens up about the cultural pressures and challenges of reclaiming a family language."
"3955","NüVoices Podcast x Ghost Island Media Panel:  Covering Taiwan, Centering Local Perspectives, with Silva Shih, Afore Hsieh, Wen-Yee Lee, and Emily Y. Wu","Host Emily Y. Wu and Taipei-based journalists Silva Shih, Afore Hsieh, and Wen-Yee Lee explore the vital role of local reporting as unprecedented global media attention converges on Taiwan."
"3964","NüProfile: Fiona Sze-Lorrain on creativity and her debut novel ""Dear Chrysanthemums""","Fiona Sze-Lorrain discusses creativity, writing, and the themes of her Carnegie Medal-longlisted debut novel ""Dear Chrysanthemums,"" a collection of interconnected stories exploring the lives of Chinese and Asian women across five cities."
"3979","NüVoices Podcast Episode #108: #MeToo in Taiwan, a Conversation with Darice Chang and Rita Jhang","Activists Darice Chang and Rita Jhang examine Taiwan's #MeToo wave, tracing its origins and exploring its complex intersections with feminism, identity, and the island's electoral politics."
"3986","NüVoices Podcast Episode #109: 'How to Have an American Baby' with documentary filmmaker Leslie Tai","Host Solarina Ho speaks with filmmaker Leslie Tai about her documentary ""How to Have an American Baby,"" exploring the shadow economy of birth tourism and the complex lives of Chinese mothers seeking U.S. citizenship for their newborns."
"3990","NüVoices Podcast Episode #110: Feminist Activism Then & Now, a Conversation with Wanqing Zhang, Lijia Zhang & Jessie Lau","Three writers explore China's evolving digital feminist movement, from grassroots resistance on platforms like Xiaohongshu to the ongoing crackdowns on gender activism at home and abroad."
